"id_origem_dados_pontos","lon","lat","rumo","veloc","irin","mmsi","dh","imo","fonte","id_origem_dados","nome_navio"
"1569481126","-43.1699883","-22.9172367","0","0","PQ9497","710000438","2019-10-23 11:42:58-03","0","AIS-S","29","____________"
"1569469880","-26.47275","-5.98469","81.5","4.3","DTAT4","441057000","2019-10-23 11:42:56-03","0","AIS-S","29","216.DAE SUNG"
"1569463495","-56.216985","-34.8947317","0","0","DTBV6","441559000","2019-10-23 05:12:20-03","6803947","AIS-S","29","21.HAE IN"
"1569412240","-56.2170817","-34.89483","198","0","6KCD","440108000","2019-10-23 10:02:17-03","8706832","AIS-S","29","27HAEIN"
"1569582409","-60.61744","-32.970115","0","0","LW8487","701006515","2019-10-23 06:30:52-03","0","AIS-S","29","315 C DE LAS PALMAS"
"1569452120","-59.9037267","-31.09916","18","0.1","LW6619","701006612","2019-10-23 09:12:05-03","648217602","AIS-S","29","320 RIO PILCOMAYO"
"1569407670","-43.1626367","-22.810075","34.2","3.5","TELNAV","700000000","2019-10-23 06:35:32-03","123456789","AIS-S","29","5714"
"1569427734","-58.3514083","-34.63102","0","0","LW9314","701000798","2019-10-23 03:38:56-03","7815703","AIS-S","29","573 B"
"1569566304","-56.43232","-40.6939983","5.4","12.9","DTBT2","440854000","2019-10-23 00:35:42-03","8608822","AIS-S","29","707 HONG JIN"
"1569428328","-56.3656217","-38.9667567","347.8","9.5","DTBT 2","440854000","2019-10-23 09:17:25-03","8608822","AIS-S","29","707 HONG JIN"
"1569373746","-57.53957","-38.0451517","0","0","LW 9109","701000962","2019-10-23 01:40:01-03","8626836","AIS-S","29","75 TAE BAEK"
"1569423532","-57.5362933","-38.04861","31","9.7","LW 6735","701000719","2019-10-23 09:35:42-03","8701985","AIS-S","29","7 DE DICIEMBRE"
"1569400724","-28.0833817","-26.5678567","104","13.9","PU2014","710032990","2019-10-23 09:05:11-03","9453896","AIS-S","29","ABDIAS NASCIMENTO"
"1569413655","-46.343125","-24.1718267","216","0","A8XL6","636014926","2019-10-23 10:38:42-03","9494022","AIS-S","29","ABU AL ABYAD"
"1569397214","-59.63194","-33.6914533","124.4","8.8","LW3860","701006400","2019-10-23 11:14:00-03","0","AIS-S","29","ACACIA"
"1569400701","-22.748965","-34.6751267","269","10.2","D5RZ9","636018913","2019-10-23 08:10:27-03","9693410","AIS-S","29","ACRA"
"1569555603","-60.72291","-32.69637","351","0","V7JS6","538006097","2019-10-23 08:35:12-03","9696400","AIS-S","29","AD ASTRA"
"1569409743","-58.5453283","-34.4355933","216.8","0","L2CG","701542000","2019-10-23 04:04:21-03","0","AIS-S","29","ADHARA II"
"1569444112","-46.2867033","-23.9787333","275","13.2","C6EA5","311000838","2019-10-23 05:12:17-03","9838838","AIS-S","29","ADMIRAL SCHMIDT"
"1569437260","-43.1576017","-23.0341717","223","0.2","V7EW8","538006307","2019-10-23 09:37:09-03","9419890","AIS-S","29","ADVANTAGE SUMMER"
"1569517589","-60.1756067","-33.350875","305","0.1","V7ZF4","538007660","2019-10-23 07:38:34-03","9577898","AIS-S","29","ADVENTURER"
"1569398793","-46.1989833","-24.0937333","233","17.5","7JDT","432666000","2019-10-23 09:16:16-03","9464388","AIS-S","29","AEGEAN HIGHWAY"
"1569413569","-38.322725","-37.8942383","91","12.7","3FWY9","372355000","2019-10-23 10:34:41-03","9650626","AIS-S","29","AENEAS"
"1569422986","-40.6612167","-25.4345783","279","10.2","5BNW4","212566000","2019-10-23 11:31:51-03","9461192","AIS-S","29","AEOLIAN FORTUNE"
"1569473870","-40.1940817","-20.3802017","181","0.2","V7CJ7","538005272","2019-10-23 10:02:07-03","9681546","AIS-S","29","AERIKO"
"1569433403","-58.71379","-38.574625","146","10.5","LXBS","253608000","2019-10-23 08:35:02-03","9823479","AIS-S","29","AFONSO DE ALBUQUERQU"
"1569496723","-36.2788333","-14.6307167","19","11.2","3EXI9","373641000","2019-10-23 06:06:08-03","9273844","AIS-S","29","AFRAMAX RIO"
"1569518987","-21.971255","-12.1731783","303","12.7","V7WN6","538007092","2019-10-23 06:06:04-03","9782948","AIS-S","29","AFRICAN BARI BIRD"
"1569492842","-44.893575","-34.4696967","267.1","12.5","3EYK4","372848000","2019-10-23 09:32:32-03","9688219","AIS-S","29","AFRICAN BATELEUR"
"1569469835","-32.6212667","-11.8799033","198","12.8","3FGG7","374242000","2019-10-23 06:39:39-03","9736418","AIS-S","29","AFRICAN BULKER"
"1569413394","-55.55154","-35.2191617","88","0.3","D5FD6","636016233","2019-10-22 23:42:03-03","9354076","AIS-S","29","AFRICAN JACARANDA"
"1569549651","-46.1451933","-24.8201917","78","11.2","D5DI9","636015892","2019-10-23 02:59:55-03","9666431","AIS-S","29","AFRICAN KALMIA"
"1569503879","-60.7483167","-32.6378817","345","0","C6BO2","311000316","2019-10-23 09:11:15-03","9692777","AIS-S","29","AFRICAN PIPER"
"1569419158","-36.433305","-4.930375","93","0.8","C6UI7","311929000","2019-10-23 07:13:39-03","9292620","AIS-S","29","AFRODITE"
"1569419787","-56.2015017","-34.8983367","0","0","DTBS4","440191000","2019-10-23 11:40:40-03","7237066","AIS-S","29","AG5"
"1569477145","-40.1606067","-20.2933983","184","0.1","V7UG7","538007006","2019-10-23 06:41:59-03","9456238","AIS-S","29","AGGELIKI B"
"1569457560","-42.6807183","-23.4058217","180","12.4","D5OC7","636018086","2019-10-23 06:02:21-03","9467976","AIS-S","29","AGIA DOXA"
"1569582712","-56.2168183","-34.8957133","59.5","0","DTBR3","441298000","2019-10-23 10:34:36-03","7355167","AIS-S","29","AGNES 102"
"1569423114","-56.2167883","-34.8958667","0","0","DTBR4","441303000","2019-10-23 10:38:40-03","7380150","AIS-S","29","AGNES103"
"1569389118","-30.5159167","-33.1245833","273","13.2","3FOG7","372855000","2019-10-23 11:31:35-03","9317456","AIS-S","29","AGRI KINSALE"
"1569407684","-58.4563583","-26.928385","144","5.6","ZPSC","755000020","2019-10-23 09:12:08-03","0","AIS-S","29","AGUARA"
"1569477224","-57.2250783","-24.106935","53","0","ZPSD","755201114","2019-10-23 06:41:04-03","0","AIS-S","29","AGUILUCHO"
"1569478685","-36.8812917","-10.8592467","110","0.5","PV2924","710030580","2019-10-23 10:33:42-03","9494618","AIS-S","29","AH  VALLETTA"
"1569413527","-34.94403","-8.38561","17","13.1","C6TZ6","311857000","2019-10-23 09:44:51-03","9289518","AIS-S","29","AJAX"
"1569503850","-44.3539733","-2.413395","357","0","D5UN8","636019442","2019-10-23 09:35:46-03","9802138","AIS-S","29","AKAGISAN"
"1569534878","-47.3980833","-34.3410667","263","11.2","3FMJ3","355009000","2019-10-23 07:31:12-03","9261047","AIS-S","29","AKDENIZ M"
"1569463653","-42.7395917","-25.4803233","199","0.3","LAKM7","259022000","2019-10-23 06:36:18-03","9435478","AIS-S","29","AKER WAYFARER"
"1569594665","-22.6962883","-27.4017817","97","13.3","9HDG8","215853000","2019-10-23 11:30:44-03","9228174","AIS-S","29","ALAMEDA"
"1569398822","-32.5806983","-5.9630033","303","13.3","9V2153","565069000","2019-10-23 05:04:37-03","9717060","AIS-S","29","ALAM MADU"
"1569549810","-38.6044467","-13.09111","74","0.4","8PAQ4","314468000","2019-10-23 09:16:12-03","9189677","AIS-S","29","ALANDA STAR"
"1569406014","-46.2564783","-24.1877533","219","0.2","C6DR6","311000759","2019-10-23 06:37:48-03","9827401","AIS-S","29","ALBA"
"1569420556","-55.1883667","-35.1230017","229","13","3EXG7","352707000","2019-10-23 08:12:50-03","9427574","AIS-S","29","ALBATROSS"
"1569510923","-58.17319","-34.6291183","24","0","LW9927","701006760","2019-10-23 07:38:02-03","9813319","AIS-S","29","ALBERTO V"
"1569409457","-43.1645117","-22.8612067","349","0.6","PPUN","710000698","2019-10-23 03:35:50-03","9644146","AIS-S","29","ALCATRAZ"
"1569360525","-57.52555","-38.0361217","129","0","LW3758","701000528","2019-10-23 06:37:52-03","6807149","AIS-S","29","ALCOBARI"
"1569419272","-46.3202867","-23.9254383","236","10.2","9HA2000","249771000","2019-10-23 09:09:33-03","9301990","AIS-S","29","ALDEBARAN"
"1569433864","-57.5367883","-38.05131","131.2","2.7","LW9230","701056000","2019-10-23 09:35:44-03","0","AIS-S","29","ALDEBARAN"
"1569388381","-44.376695","-2.554215","176.7","0","PPZO","710005810","2019-10-23 09:31:22-03","9555993","AIS-S","29","ALEGRIA"
"1569451859","-46.3656683","-23.9182383","20","13.9","ICQI","247303300","2019-10-23 06:04:28-03","9292773","AIS-S","29","ALESSANDRO VOLTA"
"1569422557","-55.568205","-35.2043117","236","13.4","V7A2207","538008296","2019-10-23 00:36:11-03","9839844","AIS-S","29","ALEXANDRA KPN"
"1569441611","-34.3056383","-5.8828317","126","12","V7LV6","538006805","2019-10-23 08:53:39-03","9749324","AIS-S","29","ALFRED N"
"1569409463","-56.2253317","-34.90809","235.1","0","CXOG","770576247","2019-10-23 02:06:25-03","8320652","AIS-S","29","ALFREDO LABADIE"
"1569434747","-38.795565","-3.4733233","103","14.1","PPSV","710003483","2019-10-23 10:05:54-03","9292137","AIS-S","29","ALIANCA LEBLON"
"1569385252","-50.8361283","-32.0383033","100","9.3","9V8404","563051900","2019-10-23 10:37:54-03","9273961","AIS-S","29","ALIANCA MANAUS"
"1569464766","-40.85015","-23.9488233","204","11.3","9HA2626","215060000","2019-10-23 11:35:16-03","9519169","AIS-S","29","ALLEGRA"
"1569392965","-33.2200133","-30.80907","76","11.5","D5AU5","636015448","2019-10-23 09:35:15-03","9114476","AIS-S","29","ALLEGRA"
"1569441654","-43.19959","-22.89344","38","9.9","A8UN5","636091917","2019-10-23 11:33:36-03","9497452","AIS-S","29","ALMIRANTE STORNI"
"1569599776","-60.5703717","-33.0477367","315.9","0","LW3120","701006283","2019-10-23 11:32:18-03","2408","AIS-S","29","ALP CATAMARCA"
"1569486132","-44.3796833","-2.5675667","37","0.1","SWJV","239736000","2019-10-23 08:06:42-03","9226530","AIS-S","29","ALPHA CENTURY"
"1569401158","-46.3220667","-23.9320167","280","0.1","PQ3082","710000435","2019-10-23 10:00:30-03","7319008","AIS-S","29","ALPHA CRUCIS"
"1569444997","-46.3226117","-23.9319517","213.3","0","PY 2019","710000616","2019-10-23 08:32:19-03","111111111","AIS-S","29","ALPHA DELPHINI"
"1569409102","-48.6631917","-26.8983233","42.1","0","PQ3026","710008780","2019-10-23 08:07:46-03","957320600","AIS-S","29","ALPHARD"
"1569419157","-36.3943517","-4.84077","97","0.8","C6CT9","311000574","2019-10-23 06:06:29-03","9797254","AIS-S","29","ALTAIR"
"1569428177","-57.5352383","-38.0457433","10.9","10.2","LW4250","701000835","2019-10-23 10:38:42-03","5171268","AIS-S","29","ALTALENA"
"1569489782","-60.15535","-33.3582333","272","0","9HAQ7","215047000","2019-10-23 07:30:39-03","9224855","AIS-S","29","ALTHEA"
"1569505430","-59.99278","-31.2044517","197","0.1","ZPJQ","755040000","2019-10-23 04:36:24-03","0","AIS-S","29","ALTO PARANA"
"1569399612","-59.300345","-33.85685","135","0.4","LXNU","253296000","2019-10-23 07:05:03-03","9505340","AIS-S","29","ALVAR NUNEZ C D VACA"
"1569404335","-46.311925","-23.9482983","170","0","9HA2677","215228000","2019-10-23 11:39:48-03","9588354","AIS-S","29","AMALIA"
"1569389354","-46.3126533","-23.9413933","344","0","V7PF4","538003219","2019-10-23 10:32:44-03","9396294","AIS-S","29","AMALTHIA"
"1569451874","-41.0283333","-24.1671667","47","12.7","C6CK5","311000497","2019-10-23 09:39:22-03","9275969","AIS-S","29","AMAZON BEAUTY"
"1569388964","-42.9121667","-23.8299917","200","0.1","PU4625","710003745","2019-10-23 07:09:05-03","9007178","AIS-S","29","AMAZON CHIEFTAIN Z"
"1569393418","-39.0198767","-23.0985683","223","3.1","3FNE9","372757000","2019-10-23 11:34:56-03","9662394","AIS-S","29","AMAZON WARRIOR"
"1569441845","-45.3849","-23.8022167","273","0.1","V7UB8","538003925","2019-10-23 08:08:35-03","9325817","AIS-S","29","AMELIA PACIFIC"
"1569466672","-38.840135","-3.4427833","351","16.7","PPSE","710074011","2019-10-23 10:38:46-03","9603233","AIS-S","29","AMERICO VESPUCIO"
"1569427843","-46.3171033","-24.105645","220","0.4","HOSJ","370030000","2019-10-23 09:39:20-03","9520819","AIS-S","29","AMIS LEADER"
"1569441092","-34.0396267","-6.7841883","155","11.5","V7CI5","538005267","2019-10-23 08:53:35-03","9646716","AIS-S","29","AMORGOS"
"1569478681","-42.5903333","-0.2803333","229","9.7","A8XD2","636014878","2019-10-23 06:39:42-03","9587477","AIS-S","29","AM POINT LISAS"
"1569413538","-60.08452","-33.3998117","240","14","HPRH","354260000","2019-10-22 23:31:18-03","9434515","AIS-S","29","AMSTEL TIGER"
"1569514763","-40.1754733","-20.2753733","193","0.2","D5RM3","636018809","2019-10-23 07:31:26-03","9792058","AIS-S","29","AM UMANG"
"1569452027","-35.6401183","-16.1646017","239","0.1","V7FJ8","538005605","2019-10-23 11:31:33-03","9669342","AIS-S","29","AM ZENICA"
"1569575094","-58.712185","-38.5633517","165.4","0.3","LW 8837","701000605","2019-10-23 04:00:42-03","0","AIS-S","29","ANA III"
"1569452195","-60.5023683","-31.7072117","354.3","0.1","LW 2952","701006864","2019-10-23 09:11:13-03","0","AIS-S","29","ANDARIEGO"
"1569394413","-48.6355617","-26.2365683","234.2","0","PP7208","710001830","2019-10-23 06:43:08-03","9541722","AIS-S","29","ANDROMEDA"
"1569480323","-55.2903","-35.1237667","223","0","C6DC8","311000640","2019-10-23 10:38:40-03","9364849","AIS-S","29","ANEMOS"
"1569448412","-25.1712167","-28.9745667","91","12.6","3ELP4","356389000","2019-10-23 11:34:27-03","9218791","AIS-S","29","ANGELINA"
"1569526623","-60.695655","-32.822595","344.6","5.8","LW 2625","701006872","2019-10-23 11:28:28-03","0","AIS-S","29","ANIBAL ANTONIO"
"1569478683","-34.5444517","-6.333475","92","12","D5IO4","636016949","2019-10-23 10:37:49-03","9710490","AIS-S","29","ANIKITOS"
"1569474910","-38.6199233","-12.7550767","135","0.1","PPYA","710023030","2019-10-23 07:01:12-03","9492270","AIS-S","29","ANITA GARIBALDI"
"1569423911","-43.1468333","-22.8895","136","8.8","C6ZZ9","311073400","2019-10-23 08:08:28-03","9255593","AIS-S","29","ANNA"
"1569578010","-43.2903333","-23.2197583","83","9.5","OXTB2","219833000","2019-10-23 05:12:14-03","9769221","AIS-S","29","ANNA KNUTSEN"
"1569413028","-28.38856","-26.24495","118","13.5","9V2947","566264000","2019-10-23 01:13:45-03","9713777","AIS-S","29","ANSAC WYOMING"
"1569457478","-17.7127467","-28.7175933","75","10.6","LEZY","257400000","2019-10-23 11:31:44-03","9827891","AIS-S","29","ANTARCTIC ENDURANCE"
"1569382913","-56.2031933","-34.9003617","0","0","CXOS","770576120","2019-10-23 07:11:08-03","7671","AIS-S","29","ANTARES 1"
"1569478651","-49.61159","-29.91947","23","7","D5IS7","636016986","2019-10-23 08:11:46-03","9710244","AIS-S","29","ANTHEA Y"
"1569444978","-48.2363333","-25.7651333","207","0.2","V7LA7","538006247","2019-10-23 05:31:13-03","9217656","AIS-S","29","ANTHOS"
"1569441794","-46.1098667","-32.5591833","10","0","3EPS5","353710000","2019-10-23 07:30:57-03","9286906","AIS-S","29","ANTHOS"
"1569527604","-57.53747","-38.04855","0","0","LW 9167","701000665","2019-10-23 10:35:24-03","9071296","AIS-S","29","ANTONINO"
"1569413069","-60.6840633","-32.8780867","315.2","5.3","LW_3499","701006297","2019-10-23 11:29:29-03","0","AIS-S","29","ANTONIO MARIA FERRO"
"1569428181","-60.6916883","-32.7291117","274.6","0","LW9914","701006803","2019-10-23 11:14:13-03","0","AIS-S","29","ANTONIO PUGLIESE"
"1569419582","-23.8122683","-29.48315","109","12.4","9V3783","563008600","2019-10-23 11:30:34-03","9728215","AIS-S","29","AOM BIANCA"
"1569419061","-44.3369083","-2.3606933","303","13.3","V7SN9","538003690","2019-10-23 03:08:26-03","9450832","AIS-S","29","APHRODITE M"
"1569412328","-57.5320217","-38.0466367","3.8","0","LW2678","701006445","2019-10-23 11:36:46-03","7336484","AIS-S","29","API V"
"1569600352","-37.0644283","-4.8232867","87","0","3FTJ7","355174000","2019-10-23 11:42:54-03","9561875","AIS-S","29","APOGEE SPIRIT"
"1569410550","-55.4219917","-35.2006083","319.1","0.4","LW3337","701006705","2019-10-22 23:45:21-03","9253275","AIS-S","29","APOLLO"
"1569469829","-35.9263483","-4.4567283","17","13.4","3FBC6","371709000","2019-10-23 04:15:39-03","9459151","AIS-S","29","APOLLO BULKER"
"1569385244","-29.8484","-38.7291833","91","7.7","V7GY4","538007951","2019-10-23 11:31:33-03","9828924","AIS-S","29","APOLLON"
"1569399379","-43.10202","-22.924295","30.8","11","PS6878","710102031","2019-10-23 09:12:11-03","0","AIS-S","29","APOLO I"
"1569411903","-46.2410317","-24.148495","222","0.1","V7JV4","538006109","2019-10-23 01:26:49-03","9694696","AIS-S","29","AP REVELIN"
"1569433856","-30.2747333","-38.6052833","265","13.6","D5NU7","636018019","2019-10-23 11:31:54-03","9336593","AIS-S","29","AQUAKNIGHT"
"1569581419","-35.4961233","-4.7143717","118","10.2","D5PD6","636018309","2019-10-23 10:35:31-03","9585106","AIS-S","29","AQUARANGE"
"1569433301","-46.2925233","-23.991155","319.1","5.9","PS8174","710002070","2019-10-23 10:10:01-03","10390143","AIS-S","29","AQUARIUS"
"1569393054","-43.13475","-22.880205","208","0","CQKZ","255804790","2019-10-23 10:34:40-03","9147306","AIS-S","29","AQUARIUS BRASIL"
"1569420689","-31.2492667","-0.9059","23","9.6","D5PY4","636018496","2019-10-23 09:41:57-03","9345805","AIS-S","29","AQUASCOPE"
"1569494979","-38.7823333","-3.4848333","147","3.9","D5RE4","636018742","2019-10-23 11:31:46-03","9363089","AIS-S","29","AQUATIC"
"1569376923","-42.1310533","-26.5214083","277","12.2","DUKF","548982000","2019-10-23 08:06:38-03","9855513","AIS-S","29","AQUAVITA SKY"
"1569532570","-26.3220783","-11.3125083","305","12.8","ONIW","205709000","2019-10-23 09:42:11-03","9732577","AIS-S","29","AQUITAINE"
"1569467079","-33.1915983","-24.4668617","49","1.8","ONJV","205763000","2019-10-23 08:10:09-03","9728708","AIS-S","29","ARAFURA"
"1569406509","-57.5350217","-38.036765","139.4","0","LOPD","701000015","2019-10-23 11:36:48-03","1","AIS-S","29","ARA PUERTO DESEADO"
"1569412334","-58.329245","-26.8721083","101","0","ZPRB","755003390","2019-10-23 10:32:50-03","2131","AIS-S","29","ARARY"
"1569388376","-57.5371383","-38.0450167","25","0","LW 9577","701006133","2019-10-23 09:17:19-03","8708270","AIS-S","29","_ARBUMASA XXIX_"
"1569345175","-57.5363583","-38.0478183","252.4","0","LW 3948","701000517","2019-10-23 11:31:54-03","8903961","AIS-S","29","ARBUMASA XXVII"
"1569477221","-43.8705067","-22.9394417","232.7","0","PQ2188","710006950","2019-10-23 05:03:21-03","9602198","AIS-S","29","ARCIMBALDO"
"1569417166","-46.3533333","-24.094","219","0.1","9HNE8","256174000","2019-10-23 11:36:49-03","9350850","AIS-S","29","ARCTIC BREEZE"
"1569483198","-58.6701133","-33.8819133","209.1","0","LW3498","701006247","2019-10-23 01:29:20-03","0","AIS-S","29","ARENORTE N_9"
"1569405065","-56.0392383","-35.053525","67","0","LW3642","701046000","2019-10-23 10:32:48-03","8301785","AIS-S","29","ARGENTINA C"
"1569556346","-36.455895","-11.2501783","120","0","C6UI5","311927000","2019-10-23 11:30:43-03","9292967","AIS-S","29","ARIADNE"
"1569385430","-40.0879933","-20.4240733","281","12.3","H8SL","351908000","2019-10-23 09:35:44-03","9721877","AIS-S","29","ARIADNE"
"1569459547","-57.3523833","-38.63355","142","10.5","V7GS8","538006857","2019-10-23 09:16:16-03","9316048","AIS-S","29","ARIANA"
"1569457623","-60.5086","-33.1238667","350","0.1","V7KX7","538002693","2019-10-22 23:31:19-03","9315757","AIS-S","29","ARIONAS"
"1569450169","-44.0282783","-1.90365","313","14.8","V7PE8","538003217","2019-10-23 07:12:48-03","9384019","AIS-S","29","ARIS II"
"1569581532","-40.2628","-20.38245","195","0.1","EIOG8","250002903","2019-10-23 07:31:18-03","9649548","AIS-S","29","ARKLOW SPRAY"
"1569480402","-58.8326783","-34.2025817","314","0","D5JD7","636017070","2019-10-23 01:08:07-03","9708033","AIS-S","29","ARMIA KRAJOWA"
"1569433585","-56.9305283","-37.7496467","261","12.6","5BAQ2","210905000","2019-10-23 09:10:06-03","9395123","AIS-S","29","ARSOS"
"1569480805","-40.3911133","-22.828525","181","1.3","PPKU","710027720","2019-10-23 06:41:02-03","9703162","AIS-S","29","ASGAARD SOPHIA"
"1569428360","-22.24707","-31.336435","283","14","9V3660","563016700","2019-10-23 11:30:52-03","9725017","AIS-S","29","ASIAN PROMINENCE"
"1569389385","-51.899465","-32.1897533","275","11.8","D5TW5","636019300","2019-10-23 08:08:30-03","9296858","AIS-S","29","ASL JUPITER"
"1569409074","-51.8934667","-1.2041333","228","0.1","V7RP5","538008010","2019-10-23 01:36:45-03","9370422","AIS-S","29","ASSAY"
"1569493131","-40.241955","-20.3686867","190","0","D5CO8","636015750","2019-10-23 02:03:26-03","9300855","AIS-S","29","ASSIMINA II"
"1569482491","-52.0931983","-32.0778583","39","0","D5GA4","636016406","2019-10-23 09:37:02-03","9327449","AIS-S","29","ASSOS"
"1569434748","-36.3542583","-4.94227","75","0.1","PU3356","710033140","2019-10-23 10:37:56-03","9596753","AIS-S","29","ASSO TRENTUNO"
"1569404315","-40.2601633","-22.551695","214","0.6","PPUB","710003050","2019-10-23 00:36:05-03","9357169","AIS-S","29","ASSO VENTISETTE"
"1569564581","-44.3685833","-2.58512","351","0","HPSN","371995000","2019-10-23 09:11:16-03","9845972","AIS-S","29","ASTORIA HARMONY"
"1569412341","-37.0134333","-39.3147667","85","11.4","5BPR4","209012000","2019-10-23 04:04:45-03","9401960","AIS-S","29","ASTRAEA SB"
"1569410286","-39.7999833","-21.8872033","200","5.1","PQ_4554","710998000","2019-10-23 08:30:30-03","8501878","AIS-S","29","ASTRO PARGO"
"1569582743","-44.5532","-24.7938833","185","13.2","SWIQ","240127000","2019-10-23 11:42:56-03","9280885","AIS-S","29","ASTRO PHOENIX"
"1569400712","-39.5045633","-20.0064033","173","1.6","PPBA","710001984","2019-10-23 09:05:14-03","9635523","AIS-S","29","ASTRO TAMOIO"
"1569470006","-40.0409417","-22.38653","241","1.9","PPRJ","710016230","2019-10-23 05:03:20-03","9630705","AIS-S","29","ASTRO TUPI"
"1569397209","-57.8990117","-34.847025","0","0","LW9557","701000663","2019-10-23 05:12:29-03","8698188","AIS-S","29","ASUDEPES II"
"1569423536","-57.4286117","-25.0811433","177","6.2","ZPLO","755087000","2019-10-23 08:09:58-03","2555","AIS-S","29","ASUNCENO"
"1569469340","-58.3791533","-34.5728883","136.2","9.7","ZPSS","755003917","2019-10-23 10:05:55-03","7922116","AIS-S","29","ASUNCION B"
"1569471406","-45.3877433","-23.8078367","121","0","C6ZV9","311067800","2019-10-22 23:45:19-03","9183271","AIS-S","29","ATAULFO ALVES"
"1569553422","-48.4301433","-25.50279","168","0","5BGB4","210377000","2019-10-23 05:12:16-03","9278428","AIS-S","29","ATLANTIC B"
"1569405121","-34.3865833","-8.82605","24","12.9","SZRU","239757000","2019-10-23 06:02:00-03","9216212","AIS-S","29","ATLANTIC EAGLE"
"1569599513","-57.8889867","-34.5008633","65","30.4","CXEI","770576342","2019-10-23 11:14:12-03","8919506","AIS-S","29","ATLANTIC EXPRESS"
"1569363348","-57.5311167","-38.0329933","71.9","0","LW03206","701006637","2019-10-23 11:36:51-03","7390820","AIS-S","29","ATLANTIC EXPRESS"
"1569404532","-35.79483","-14.4267","39","12.9","VRDJ7","477969700","2019-10-23 01:10:47-03","9332303","AIS-S","29","ATLANTIC FRONTIER"
"1569515932","-58.3672717","-34.5972983","85","0","CXXL","770576009","2019-10-23 04:04:53-03","9001540","AIS-S","29","ATLANTIC III"
"1569588343","-55.8127967","-39.4239617","230.4","3.3","CXUK","770576200","2019-10-23 07:30:55-03","6700169","AIS-S","29","ATLANTIC JANE"
"1569428759","-46.2668117","-24.1052817","244","0.6","V7YB9","538007883","2019-10-23 09:12:08-03","9798935","AIS-S","29","ATLANTIC JOURNEY"
"1569412527","-55.2135767","-35.12146","211","12.4","VREF6","477110700","2019-10-23 02:32:56-03","9354894","AIS-S","29","ATLANTIC LILY"
"1569442339","-36.92","-10.84333","43","0.1","PR9837","710001290","2019-10-23 08:16:26-03","7321324","AIS-S","29","ATLANTICO"
"1569569005","-55.8393183","-39.4151067","123","0.4","CXSD","770576059","2019-10-23 07:31:00-03","6723757","AIS-S","29","ATLANTIC RUTHANN"
"1569417592","-43.1297633","-22.8761133","325","0","C6JN6","309856000","2019-10-23 11:40:36-03","7417616","AIS-S","29","ATLANTIC STAR"
"1569440299","-43.1310383","-22.8768233","277.5","0","HO.8720","353538000","2019-10-23 08:32:21-03","8753378","AIS-S","29","ATLANTIC ZEPHYR"
"1569422896","-48.66399","-26.8884733","103.6","3.6","PR9707","710000549","2019-10-23 10:35:20-03","914546300","AIS-S","29","ATLAS"
"1569478648","-43.7893367","-22.9534017","246","0.4","V7JT9","538007703","2019-10-23 00:32:29-03","9310288","AIS-S","29","ATLAS STRENGTH"
"1569430505","-48.6640733","-26.8883983","355.6","0.1","PP7206","710001810","2019-10-23 09:42:06-03","9440629","AIS-S","29","ATRIA"
"1569409464","-56.1993433","-34.8974117","74","0","CXIE","770576265","2019-10-23 09:02:23-03","6801028","AIS-S","29","AUDAX II"
"1569437149","-57.53083","-38.0332433","120","0","LW6777","701006149","2019-10-23 11:34:34-03","8706947","AIS-S","29","AURORA"
"1569551142","-43.1203317","-22.88099","235.4","0.1","PPPY","710052000","2019-10-23 09:16:22-03","9273258","AIS-S","29","AUSTRAL_ABROLHOS"
"1569499939","-58.270375","-34.154445","167.6","9.6","ZPRC","755043000","2019-10-23 01:29:20-03","9551090","AIS-S","29","AVA PAYAGUA"
"1569482333","-34.895575","-8.4080067","52","0","A8KR8","636013112","2019-10-23 06:43:09-03","9315939","AIS-S","29","AVAX"
"1569428149","-48.6227283","-35.06085","269","10.9","V7A2484","538008538","2019-10-23 08:05:17-03","9859014","AIS-S","29","AVICL ATERMIS"
"1569594855","-43.151585","-22.8422233","345","9.6","PWCC","710427000","2019-10-23 10:34:41-03","0","AIS-S","29","AVIN GM BRITO"
"1569419293","-48.5129533","-25.5023","129","0","C6CG2","311000462","2019-10-23 10:03:03-03","9448255","AIS-S","29","AVOCET ARROW"
"1569462155","-52.52783","-1.582105","319","10.7","A8KR9","636013113","2019-10-23 06:01:48-03","9315941","AIS-S","29","AXIOS"
"1569422411","-57.8107833","-34.7631667","41","4.6","9HA2516","248791000","2019-10-23 00:06:04-03","9395991","AIS-S","29","AYANE"
"1569428818","-56.2068517","-34.90143","50","0","CXZU2","770565353","2019-10-23 10:38:48-03","9053464","AIS-S","29","BADARO"
"1569411107","-55.65545","-35.1240333","79","0","C6HS4","308603000","2019-10-23 04:04:49-03","7504598","AIS-S","29","BADER III"
"1569441558","-34.6346733","-8.8666217","209","15.6","HZEL","403520001","2019-10-23 11:30:45-03","9620944","AIS-S","29","BAHRI ABHA"
"1569428099","-25.72069","-42.54227","82","10.2","HZDO","403519000","2019-10-23 09:13:11-03","9660554","AIS-S","29","BAHRI TRADER"
"1569395954","-44.2486167","-23.5729317","112","2.2","C6BQ4","311000334","2019-10-23 04:00:39-03","9408073","AIS-S","29","BAKER SPIRIT"
"1569413070","-60.7034217","-31.6512467","185.1","9.8","LW 4335","701006452","2019-10-23 09:17:25-03","0","AIS-S","29","BALIZADOR 562B"
