"latdd","longdd","id_origem_dados_pontos","nome_navio","lat","lon","rumo","id_origem_dados","the_geom","irin","imo","bandeira","destino","eta","veloc","dh","mmsi","nr_baliza","tipo_navio"
"-22.4166666666667","-40.4666666666667","1569594014","CHERNE1_PETRO","222500S","0402800W","0","7","0101000000BCBBBBBBBB3B44C0ABAAAAAAAA6A36C0","","CHERNE1_PETRO","null","null","null","0.0","2019-10-22 23:00:00-03","0","PLAT_PETRO_CHERNE1","PLATAFORMA"
"-22.45","-40.4666666666667","1569594016","CHERNE2_PETRO","222700S","0402800W","0","7","0101000000BCBBBBBBBB3B44C033333333337336C0","","CHERNE2_PETRO","null","null","null","0.0","2019-10-22 23:00:00-03","0","PLAT_PETRO_CHERNE2","PLATAFORMA"
"-22.4333333333333","-40.4166666666667","1569594018","NAMORADO1_PETRO","222600S","0402500W","0","7","010100000055555555553544C0EFEEEEEEEE6E36C0","","NAMORADO1","null","null","null","0.0","2019-10-22 23:00:00-03","0","PLAT_PETRO_NAMORADO1","PLATAFORMA"
"-22.45","-40.4","1569594020","NAMORADO2_PETRO","222700S","0402400W","0","7","010100000033333333333344C033333333337336C0","","NAMORADO2","null","null","null","0.0","2019-10-22 23:00:00-03","0","PLAT_PETRO_NAMORADO2","PLATAFORMA"
"-22.3666666666667","-40.4166666666667","1569594022","GAROUPA1_PETRO","222200S","0402500W","0","7","010100000055555555553544C0DEDDDDDDDD5D36C0","","GAROUPA1_PETRO","null","null","null","0.0","2019-10-22 23:00:00-03","0","PLAT_PETRO_GAROUPA1","PLATAFORMA"
"-22.4333333333333","-40.0666666666667","1569594025","PETROBRAS 35","222600S","0400400W","0","7","010100000089888888880844C0EFEEEEEEEE6E36C0","D5OA9","7351783","null","null","null","0.0","2019-10-22 23:00:00-03","636018074","PLAT_PETRO_FPSO-35","PLATAFORMA"
"-22.75","-40.6833333333333","1569594045","P-07","224500S","0404100W","0","7","010100000077777777775744C00000000000C036C0","3FWD3","8754009","null","null","null","0.0","2019-10-23 08:15:01-03","353782000","PLAT_PETRO_P-07","PLATAFORMA"
"-22.5666666666667","-40.5166666666667","1569594049","PETROBRAS-09","223400S","0403100W","0","7","010100000022222222224244C011111111119136C0","3FHF4","8754011","null","null","null","0.0","2019-10-23 08:10:11-03","354819000","PLAT_PETRO_P-09","PLATAFORMA"
"-22.1","-39.9","1569594058","P-25_PETRO","220600S","0395400W","0","7","01010000003333333333F343C09A999999991936C0","","P-25_PETRO","null","null","null","0.0","2019-10-22 22:19:00-03","0","PLAT_PETRO_P-25","PLATAFORMA"
"-22.4666666666667","-40.0166666666667","1569594059","P - 26","222800S","0400100W","0","7","010100000022222222220244C077777777777736C0","HP8997","8764169","null","null","null","0.0","2019-10-23 08:15:01-03","351281000","PLAT_PETRO_P-26","PLATAFORMA"
"-25.0166666666667","-42.6666666666667","1569594067","P-68_PETRO","250100S","0424000W","0","7","010100000055555555555545C044444444440439C0","","P-68_PETRO","null","null","null","0.0","2019-10-23 08:14:41-03","0","PLAT_PETRO_P-68","PLATAFORMA"
"-21.2","-40","1569594070","UMLI_PETRO","211200S","0400000W","0","7","010100000000000000000044C033333333333335C0","","UMLI_PETRO","null","null","null","0.0","2019-10-23 08:15:01-03","0","PLAT_PETRO_UMLI","PLATAFORMA"
"-21.9666666666667","-39.8166666666667","1569594071","UMS_MARACANA_PETRO","215800S","0394900W","0","7","01010000008988888888E843C07777777777F735C0","","UMSMARACANA","null","null","null","0.0","2019-10-23 08:05:01-03","0","PLAT_PETRO_UMMA","PLATAFORMA"
