"idarquivocampo";"classe";"arquivo";"campode";"campopara"
1132;109;"LIM_Municipio_A.shp";"NOMEABREV";"nomeAbrev"
376;54;"LIM_Distrito_A.shp";"NOME";"nome"
377;54;"LIM_Distrito_A.shp";"GEOMETRIAA";"geometriaAproximada"
378;54;"LIM_Distrito_A.shp";"GEOCODIGO";"geocodigo"
379;54;"LIM_Distrito_A.shp";"ANODEREFER";"anoDeReferencia"
380;54;"LIM_Distrito_A.shp";"NOMEABREV";"nomeAbrev"
1543;144;"LIM_Sub_Distrito_A.shp";"NOME";"nome"
1544;144;"LIM_Sub_Distrito_A.shp";"GEOMETRIAA";"geometriaAproximada"
1545;144;"LIM_Sub_Distrito_A.shp";"GEOCODIGO";"geocodigo"
745;78;"SAU_Edif_Saude_P.shp";"NOMEABREV";"nomeAbrev"
27;9;"LIM_Area_Desenvolvimento_Controle_P.shp";"CLASSIFICA";"classificacao"
28;9;"LIM_Area_Desenvolvimento_Controle_P.shp";"NOMEABREV";"nomeAbrev"
29;9;"LIM_Area_Desenvolvimento_Controle_A.shp";"NOME";"nome"
30;9;"LIM_Area_Desenvolvimento_Controle_A.shp";"GEOMETRIAA";"geometriaAproximada"
31;9;"LIM_Area_Desenvolvimento_Controle_A.shp";"CLASSIFICA";"classificacao"
32;9;"LIM_Area_Desenvolvimento_Controle_A.shp";"NOMEABREV";"nomeAbrev"
1595;147;"LIM_Terra_Indigena_P.shp";"NOME";"nome"
1596;147;"LIM_Terra_Indigena_P.shp";"GEOMETRIAA";"geometriaAproximada"
1597;147;"LIM_Terra_Indigena_P.shp";"TIPOAREAUS";"tipoAreaUsoComun"
1598;147;"LIM_Terra_Indigena_P.shp";"NOMEABREV";"nomeAbrev"
1599;147;"LIM_Terra_Indigena_P.shp";"NOMETI";"nomeTi"
1600;147;"LIM_Terra_Indigena_P.shp";"SITUACAOJU";"situacaoJuridica"
1601;147;"LIM_Terra_Indigena_P.shp";"DATASITUAC";"dataSituacaoJuridica"
1602;147;"LIM_Terra_Indigena_P.shp";"GRUPOETNIC";"grupoEtnico"
1603;147;"LIM_Terra_Indigena_P.shp";"AREAOFICIA";"areaOficialHa"
1604;147;"LIM_Terra_Indigena_P.shp";"PERIMETROO";"perimetroOficial"
1605;147;"LIM_Terra_Indigena_A.shp";"NOME";"nome"
1606;147;"LIM_Terra_Indigena_A.shp";"GEOMETRIAA";"geometriaAproximada"
1607;147;"LIM_Terra_Indigena_A.shp";"TIPOAREAUS";"tipoAreaUsoComun"
1608;147;"LIM_Terra_Indigena_A.shp";"NOMEABREV";"nomeAbrev"
1609;147;"LIM_Terra_Indigena_A.shp";"NOMETI";"nomeTi"
1610;147;"LIM_Terra_Indigena_A.shp";"SITUACAOJU";"situacaoJuridica"
1611;147;"LIM_Terra_Indigena_A.shp";"DATASITUAC";"dataSituacaoJuridica"
1612;147;"LIM_Terra_Indigena_A.shp";"GRUPOETNIC";"grupoEtnico"
1613;147;"LIM_Terra_Indigena_A.shp";"AREAOFICIA";"areaOficialHa"
1614;147;"LIM_Terra_Indigena_A.shp";"PERIMETROO";"perimetroOficial"
47;20;"ADM_Area_Pub_Civil_P.shp";"NOME";"nome"
48;20;"ADM_Area_Pub_Civil_P.shp";"GEOMETRIAA";"geometriaAproximada"
49;20;"ADM_Area_Pub_Civil_P.shp";"CLASSIFICA";"classificacao"
50;20;"ADM_Area_Pub_Civil_P.shp";"NOMEABREV";"nomeAbrev"
51;20;"ADM_Area_Pub_Civil_A.shp";"NOME";"nome"
52;20;"ADM_Area_Pub_Civil_A.shp";"GEOMETRIAA";"geometriaAproximada"
53;20;"ADM_Area_Pub_Civil_A.shp";"CLASSIFICA";"classificacao"
54;20;"ADM_Area_Pub_Civil_A.shp";"NOMEABREV";"nomeAbrev"
662;73;"ADM_Edif_Pub_Civil_P.shp";"NOME";"nome"
663;73;"ADM_Edif_Pub_Civil_P.shp";"GEOMETRIAA";"geometriaAproximada"
664;73;"ADM_Edif_Pub_Civil_P.shp";"OPERACIONA";"operacional"
665;73;"ADM_Edif_Pub_Civil_P.shp";"SITUACAOFI";"situacaoFisica"
666;73;"ADM_Edif_Pub_Civil_P.shp";"MATCONSTR";"matConstr"
667;73;"ADM_Edif_Pub_Civil_P.shp";"NOMEABREV";"nomeAbrev"
668;73;"ADM_Edif_Pub_Civil_P.shp";"TIPOEDIFCI";"tipoEdifCivil"
669;73;"ADM_Edif_Pub_Civil_P.shp";"TIPOUSOEDI";"tipoUsoEdif"
670;73;"ADM_Edif_Pub_Civil_A.shp";"NOME";"nome"
671;73;"ADM_Edif_Pub_Civil_A.shp";"GEOMETRIAA";"geometriaAproximada"
672;73;"ADM_Edif_Pub_Civil_A.shp";"OPERACIONA";"operacional"
673;73;"ADM_Edif_Pub_Civil_A.shp";"SITUACAOFI";"situacaoFisica"
674;73;"ADM_Edif_Pub_Civil_A.shp";"MATCONSTR";"matConstr"
675;73;"ADM_Edif_Pub_Civil_A.shp";"NOMEABREV";"nomeAbrev"
676;73;"ADM_Edif_Pub_Civil_A.shp";"TIPOEDIFCI";"tipoEdifCivil"
677;73;"ADM_Edif_Pub_Civil_A.shp";"TIPOUSOEDI";"tipoUsoEdif"
1381;130;"ADM_Posto_Fiscal_P.shp";"NOME";"nome"
1382;130;"ADM_Posto_Fiscal_P.shp";"GEOMETRIAA";"geometriaAproximada"
1383;130;"ADM_Posto_Fiscal_P.shp";"TIPOPOSTOF";"tipoPostoFisc"
1384;130;"ADM_Posto_Fiscal_P.shp";"OPERACIONA";"operacional"
1385;130;"ADM_Posto_Fiscal_P.shp";"SITUACAOFI";"situacaoFisica"
1386;130;"ADM_Posto_Fiscal_P.shp";"NOMEABREV";"nomeAbrev"
1387;130;"ADM_Posto_Fiscal_A.shp";"NOME";"nome"
1388;130;"ADM_Posto_Fiscal_A.shp";"GEOMETRIAA";"geometriaAproximada"
1389;130;"ADM_Posto_Fiscal_A.shp";"TIPOPOSTOF";"tipoPostoFisc"
1390;130;"ADM_Posto_Fiscal_A.shp";"OPERACIONA";"operacional"
1391;130;"ADM_Posto_Fiscal_A.shp";"SITUACAOFI";"situacaoFisica"
1392;130;"ADM_Posto_Fiscal_A.shp";"NOMEABREV";"nomeAbrev"
55;21;"ADM_Area_Pub_Militar_P.shp";"NOME";"nome"
56;21;"ADM_Area_Pub_Militar_P.shp";"GEOMETRIAA";"geometriaAproximada"
57;21;"ADM_Area_Pub_Militar_P.shp";"CLASSIFICA";"classificacao"
58;21;"ADM_Area_Pub_Militar_P.shp";"NOMEABREV";"nomeAbrev"
59;21;"ADM_Area_Pub_Militar_A.shp";"NOME";"nome"
60;21;"ADM_Area_Pub_Militar_A.shp";"GEOMETRIAA";"geometriaAproximada"
61;21;"ADM_Area_Pub_Militar_A.shp";"CLASSIFICA";"classificacao"
62;21;"ADM_Area_Pub_Militar_A.shp";"NOMEABREV";"nomeAbrev"
678;74;"ADM_Edif_Pub_Militar_P.shp";"NOME";"nome"
679;74;"ADM_Edif_Pub_Militar_P.shp";"GEOMETRIAA";"geometriaAproximada"
680;74;"ADM_Edif_Pub_Militar_P.shp";"OPERACIONA";"operacional"
681;74;"ADM_Edif_Pub_Militar_P.shp";"SITUACAOFI";"situacaoFisica"
682;74;"ADM_Edif_Pub_Militar_P.shp";"MATCONSTR";"matConstr"
683;74;"ADM_Edif_Pub_Militar_P.shp";"NOMEABREV";"nomeAbrev"
684;74;"ADM_Edif_Pub_Militar_P.shp";"TIPOEDIFMI";"tipoEdifMil"
685;74;"ADM_Edif_Pub_Militar_P.shp";"TIPOUSOEDI";"tipoUsoEdif"
686;74;"ADM_Edif_Pub_Militar_A.shp";"NOME";"nome"
687;74;"ADM_Edif_Pub_Militar_A.shp";"GEOMETRIAA";"geometriaAproximada"
688;74;"ADM_Edif_Pub_Militar_A.shp";"OPERACIONA";"operacional"
689;74;"ADM_Edif_Pub_Militar_A.shp";"SITUACAOFI";"situacaoFisica"
690;74;"ADM_Edif_Pub_Militar_A.shp";"MATCONSTR";"matConstr"
691;74;"ADM_Edif_Pub_Militar_A.shp";"NOMEABREV";"nomeAbrev"
692;74;"ADM_Edif_Pub_Militar_A.shp";"TIPOEDIFMI";"tipoEdifMil"
693;74;"ADM_Edif_Pub_Militar_A.shp";"TIPOUSOEDI";"tipoUsoEdif"
1393;131;"ADM_Posto_Pol_Rod_P.shp";"NOME";"nome"
1394;131;"ADM_Posto_Pol_Rod_P.shp";"GEOMETRIAA";"geometriaAproximada"
1395;131;"ADM_Posto_Pol_Rod_P.shp";"TIPOPOSTOP";"tipoPostoPol"
1396;131;"ADM_Posto_Pol_Rod_P.shp";"OPERACIONA";"operacional"
1397;131;"ADM_Posto_Pol_Rod_P.shp";"SITUACAOFI";"situacaoFisica"
1398;131;"ADM_Posto_Pol_Rod_P.shp";"NOMEABREV";"nomeAbrev"
1399;131;"ADM_Posto_Pol_Rod_A.shp";"NOME";"nome"
1400;131;"ADM_Posto_Pol_Rod_A.shp";"GEOMETRIAA";"geometriaAproximada"
1401;131;"ADM_Posto_Pol_Rod_A.shp";"TIPOPOSTOP";"tipoPostoPol"
1402;131;"ADM_Posto_Pol_Rod_A.shp";"OPERACIONA";"operacional"
1403;131;"ADM_Posto_Pol_Rod_A.shp";"SITUACAOFI";"situacaoFisica"
1404;131;"ADM_Posto_Pol_Rod_A.shp";"NOMEABREV";"nomeAbrev"
66;25;"SAU_Area_Saude_A.shp";"GEOMETRIAA";"geometriaAproximada"
744;78;"SAU_Edif_Saude_P.shp";"MATCONSTR";"matConstr"
740;78;"SAU_Edif_Saude_P.shp";"NOME";"nome"
741;78;"SAU_Edif_Saude_P.shp";"GEOMETRIAA";"geometriaAproximada"
742;78;"SAU_Edif_Saude_P.shp";"OPERACIONA";"operacional"
743;78;"SAU_Edif_Saude_P.shp";"SITUACAOFI";"situacaoFisica"
746;78;"SAU_Edif_Saude_P.shp";"TIPOCLASSE";"tipoClasseCnae"
747;78;"SAU_Edif_Saude_P.shp";"NIVELATENC";"nivelAtencao"
748;78;"SAU_Edif_Saude_A.shp";"NOME";"nome"
749;78;"SAU_Edif_Saude_A.shp";"GEOMETRIAA";"geometriaAproximada"
750;78;"SAU_Edif_Saude_A.shp";"OPERACIONA";"operacional"
751;78;"SAU_Edif_Saude_A.shp";"SITUACAOFI";"situacaoFisica"
752;78;"SAU_Edif_Saude_A.shp";"MATCONSTR";"matConstr"
753;78;"SAU_Edif_Saude_A.shp";"NOMEABREV";"nomeAbrev"
754;78;"SAU_Edif_Saude_A.shp";"TIPOCLASSE";"tipoClasseCnae"
755;78;"SAU_Edif_Saude_A.shp";"NIVELATENC";"nivelAtencao"
67;26;"SAU_Area_Servico_Social_A.shp";"GEOMETRIAA";"geometriaAproximada"
756;79;"SAU_Edif_Servico_Social_P.shp";"NOME";"nome"
757;79;"SAU_Edif_Servico_Social_P.shp";"GEOMETRIAA";"geometriaAproximada"
758;79;"SAU_Edif_Servico_Social_P.shp";"OPERACIONA";"operacional"
759;79;"SAU_Edif_Servico_Social_P.shp";"SITUACAOFI";"situacaoFisica"
760;79;"SAU_Edif_Servico_Social_P.shp";"MATCONSTR";"matConstr"
761;79;"SAU_Edif_Servico_Social_P.shp";"NOMEABREV";"nomeAbrev"
762;79;"SAU_Edif_Servico_Social_P.shp";"TIPOCLASSE";"tipoClasseCnae"
763;79;"SAU_Edif_Servico_Social_A.shp";"NOME";"nome"
764;79;"SAU_Edif_Servico_Social_A.shp";"GEOMETRIAA";"geometriaAproximada"
765;79;"SAU_Edif_Servico_Social_A.shp";"OPERACIONA";"operacional"
766;79;"SAU_Edif_Servico_Social_A.shp";"SITUACAOFI";"situacaoFisica"
767;79;"SAU_Edif_Servico_Social_A.shp";"MATCONSTR";"matConstr"
768;79;"SAU_Edif_Servico_Social_A.shp";"NOMEABREV";"nomeAbrev"
769;79;"SAU_Edif_Servico_Social_A.shp";"TIPOCLASSE";"tipoClasseCnae"
1526;141;"HID_Rocha_Em_Agua_A.shp";"NOME";"nome"
1527;141;"HID_Rocha_Em_Agua_A.shp";"GEOMETRIAA";"geometriaAproximada"
1528;141;"HID_Rocha_Em_Agua_A.shp";"SITUACAOEM";"situacaoEmAgua"
1529;141;"HID_Rocha_Em_Agua_A.shp";"ALTURALAMI";"alturaLamina"
1530;141;"HID_Rocha_Em_Agua_A.shp";"NOMEABREV";"nomeAbrev"
1521;141;"HID_Rocha_Em_Agua_P.shp";"NOME";"nome"
1522;141;"HID_Rocha_Em_Agua_P.shp";"GEOMETRIAA";"geometriaAproximada"
1523;141;"HID_Rocha_Em_Agua_P.shp";"SITUACAOEM";"situacaoEmAgua"
1524;141;"HID_Rocha_Em_Agua_P.shp";"ALTURALAMI";"alturaLamina"
1525;141;"HID_Rocha_Em_Agua_P.shp";"NOMEABREV";"nomeAbrev"
1883;41;"LOC_Cidade_P.shp";"NOME";"nome"
1884;41;"LOC_Cidade_P.shp";"GEOMETRIAA";"geometriaAproximada"
1885;41;"LOC_Cidade_P.shp";"NOMEABREV";"nomeAbrev"
1886;170;"LOC_Vila_P.shp";"NOME";"nome"
1887;170;"LOC_Vila_P.shp";"GEOMETRIAA";"geometriaAproximada"
1888;170;"LOC_Vila_P.shp";"NOMEABREV";"nomeAbrev"
1889;197;"LOC_Aglomerado_Rural_De_Extensao_Urbana_P.shp";"NOME";"nome"
1890;197;"LOC_Aglomerado_Rural_De_Extensao_Urbana_P.shp";"GEOMETRIAA";"geometriaAproximada"
1891;197;"LOC_Aglomerado_Rural_De_Extensao_Urbana_P.shp";"NOMEABREV";"nomeAbrev"
1892;198;"LOC_Aglomerado_Rural_Isolado_P.shp";"NOME";"nome"
1893;198;"LOC_Aglomerado_Rural_Isolado_P.shp";"GEOMETRIAA";"geometriaAproximada"
1894;198;"LOC_Aglomerado_Rural_Isolado_P.shp";"TIPOAGLOMR";"tipoAglomRurIsol"
1895;198;"LOC_Aglomerado_Rural_Isolado_P.shp";"NOMEABREV";"nomeAbrev"
1439;134;"PTO_Pto_Ref_Geod_Topo_P.shp";"REFERENCI0";"referencialGrav"
1896;199;"LOC_Capital_P.shp";"NOME";"nome"
1897;199;"LOC_Capital_P.shp";"GEOMETRIAA";"geometriaAproximada"
1898;199;"LOC_Capital_P.shp";"NOMEABREV";"nomeAbrev"
1899;199;"LOC_Capital_P.shp";"TIPOCAPITA";"tipoCapital"
1902;76;"TRA_Edif_Rodoviaria_P.shp";"TIPOEDIFRO";"tipoEdifRod"
1903;76;"TRA_Edif_Rodoviaria_A.shp";"TIPOEDIFRO";"tipoEdifRod"
1904;186;"LOC_Area_Urbana_Isolada_P.shp";"NOME";"nome"
